ID,Sport,League,Home,Away,Time,Odds Count
football:rcd espanyol de barcelona:deportivo alavés:20260130,football,La Liga,RCD Espanyol de Barcelona,Deportivo Alavés,2026-01-30 20:00:00,6
football:real madrid:monaco:20260120,football,Champions League,Real Madrid CF,AS Monaco FC,2026-01-20 20:00:00,8
football:red bull bragantino:ca mineiro:20260204,football,Brazil Serie A,Red Bull Bragantino,CA Mineiro,2026-02-04 22:00:00,2
football:red bull salzburg:basel 1893:20260122,football,Europa League,FC Red Bull Salzburg,FC Basel 1893,2026-01-22 20:00:00,8
football:roma:ac milan:20260125,football,Serie A,AS Roma,AC Milan,2026-01-25 19:45:00,6
football:roma:stuttgart:20260122,football,Europa League,AS Roma,VfB Stuttgart,2026-01-22 20:00:00,8
football:ru saintgilloise:atalanta:20260128,football,Champions League,RU Saint-Gilloise,Atalanta BC,2026-01-28 20:00:00,6
football:samsunspor:kocaelispor:20260124,football,Turkish Super Lig,Samsunspor,Kocaelispor,2026-01-24 14:00:00,6
football:santos:são paulo:20260204,football,Brazil Serie A,Santos FC,São Paulo FC,2026-02-04 23:00:00,2
football:sassuolo:cremonese:20260125,football,Serie A,US Sassuolo Calcio,US Cremonese,2026-01-25 11:30:00,6
football:sbv excelsior:ajax:20260201,football,Eredivisie,SBV Excelsior,AFC Ajax,2026-02-01 11:15:00,2
football:se palmeiras:ec vitória:20260205,football,Brazil Serie A,SE Palmeiras,EC Vitória,2026-02-05 00:30:00,2
football:senegal:morocco:20260118,football,Africa Cup of Nations,Senegal,Morocco,2026-01-18 19:00:00,6
football:sevilla:club:20260124,football,La Liga,Sevilla FC,Athletic Club,2026-01-24 17:30:00,6
football:silkeborg:viborg:20260208,football,Danish Superliga,Silkeborg IF,Viborg FF,2026-02-08 13:00:00,2
football:slavia praha:barcelona:20260121,football,Champions League,SK Slavia Praha,FC Barcelona,2026-01-21 20:00:00,8
football:sociedad de fútbol:barcelona:20260118,football,La Liga,Real Sociedad de Fútbol,FC Barcelona,2026-01-18 20:00:00,6
football:sociedad de fútbol:rc celta de vigo:20260125,football,La Liga,Real Sociedad de Fútbol,RC Celta de Vigo,2026-01-25 17:30:00,6
football:sparta rotterdam:groningen:20260131,football,Eredivisie,Sparta Rotterdam,FC Groningen,2026-01-31 20:00:00,6
football:sport lisboa e benfica:estrela da amadora:20260125,football,Primeira Liga,Sport Lisboa e Benfica,CF Estrela da Amadora,2026-01-25 18:00:00,6
football:sport lisboa e benfica:real madrid:20260128,football,Champions League,Sport Lisboa e Benfica,Real Madrid CF,2026-01-28 20:00:00,6
football:st pauli:hamburger:20260123,football,Bundesliga,FC St. Pauli 1910,Hamburger SV,2026-01-23 19:30:00,6
football:st pauli:rb leipzig:20260110,football,Bundesliga,FC St. Pauli 1910,RB Leipzig,2026-01-10 14:30:00,8
football:stade brestois 29:toulouse:20260125,football,Ligue 1,Stade Brestois 29,Toulouse FC,2026-01-25 16:15:00,8
football:stade de reims:le mans:20260203,football,Coupe de France,Stade de Reims,Le Mans FC,2026-02-03 19:30:00,2
football:stade rennais fc 1901:le havre:20260118,football,Ligue 1,Stade Rennais FC 1901,Le Havre AC,2026-01-18 16:15:00,8
football:stade rennais fc 1901:lorient:20260124,football,Ligue 1,Stade Rennais FC 1901,FC Lorient,2026-01-24 16:00:00,8
football:stuttgart:bsc young boys:20260129,football,Europa League,VfB Stuttgart,BSC Young Boys,2026-01-29 20:00:00,6
football:stuttgart:union berlin:20260118,football,Bundesliga,VfB Stuttgart,1. FC Union Berlin,2026-01-18 14:30:00,6
football:sydney:adelaide united:20260214,football,A-League,Sydney FC,Adelaide United FC,2026-02-14 08:35:00,2
football:sydney:auckland:20251227,football,A-League,Sydney FC,Auckland FC,2025-12-27 06:00:00,6
football:sydney:western sydney wanderers:20260131,football,A-League,Sydney FC,Western Sydney Wanderers FC,2026-01-31 08:35:00,6
football:são paulo:cr flamengo:20260129,football,Brazil Serie A,São Paulo FC,CR Flamengo,2026-01-29 00:30:00,8
football:são paulo:grêmio fbpa:20260212,football,Brazil Serie A,São Paulo FC,Grêmio FBPA,2026-02-12 00:30:00,2
football:telstar 1963:az:20260125,football,Eredivisie,Telstar 1963,AZ,2026-01-25 11:15:00,6
football:tigres de la uanl:club santos laguna:20260207,football,Liga MX,Tigres de la UANL,Club Santos Laguna,2026-02-07 01:00:00,2
football:torino:roma:20260118,football,Serie A,Torino FC,AS Roma,2026-01-18 17:00:00,6
football:tottenham:borussia dortmund:20260120,football,Champions League,Tottenham Hotspur FC,BV Borussia 09 Dortmund,2026-01-20 20:00:00,8
football:toulouse:amiens:20260204,football,Coupe de France,Toulouse FC,Amiens SC,2026-02-04 19:30:00,2
football:trabzonspor:kasımpaşa:20260123,football,Turkish Super Lig,Trabzonspor,Kasımpaşa SK,2026-01-23 17:00:00,6
football:twente 65:heerenveen:20260207,football,Eredivisie,FC Twente '65,SC Heerenveen,2026-02-07 19:00:00,2
football:twente 65:sbv excelsior:20260124,football,Eredivisie,FC Twente '65,SBV Excelsior,2026-01-24 20:00:00,6
football:union berlin:borussia dortmund:20260124,football,Bundesliga,1. FC Union Berlin,BV Borussia 09 Dortmund,2026-01-24 17:30:00,6
football:utrecht:feyenoord rotterdam:20260208,football,Eredivisie,FC Utrecht,Feyenoord Rotterdam,2026-02-08 11:15:00,2
football:utrecht:genk:20260122,football,Europa League,FC Utrecht,KRC Genk,2026-01-22 20:00:00,8
football:utrecht:sparta rotterdam:20260125,football,Eredivisie,FC Utrecht,Sparta Rotterdam,2026-01-25 15:45:00,6
football:valencia:rcd espanyol de barcelona:20260124,football,La Liga,Valencia CF,RCD Espanyol de Barcelona,2026-01-24 15:15:00,6
football:vejle:fredericia:20260209,football,Danish Superliga,Vejle BK,FC Fredericia,2026-02-09 18:00:00,2
football:verona:udinese:20260126,football,Serie A,Hellas Verona FC,Udinese Calcio,2026-01-26 19:45:00,6
football:viktoria plzeň:porto:20260122,football,Europa League,FC Viktoria Plzeň,FC Porto,2026-01-22 17:45:00,8
football:villarreal:ajax:20260120,football,Champions League,Villarreal CF,AFC Ajax,2026-01-20 20:00:00,8
football:villarreal:real madrid:20260124,football,La Liga,Villarreal CF,Real Madrid CF,2026-01-24 20:00:00,6
football:vitória:porto:20260118,football,Primeira Liga,Vitória SC,FC Porto,2026-01-18 20:30:00,6
football:volendam:go ahead eagles:20260201,football,Eredivisie,FC Volendam,Go Ahead Eagles,2026-02-01 19:00:00,2
football:volendam:psv:20260213,football,Eredivisie,FC Volendam,PSV,2026-02-13 19:00:00,2
football:volendam:utrecht:20260118,football,Eredivisie,FC Volendam,FC Utrecht,2026-01-18 13:30:00,6
football:wellington phoenix:melbourne city:20260130,football,A-League,Wellington Phoenix FC,Melbourne City FC,2026-01-30 06:00:00,6
football:wellington phoenix:melbourne victory:20260206,football,A-League,Wellington Phoenix FC,Melbourne Victory FC,2026-02-06 06:00:00,2
football:west ham:sunderland:20260124,football,Premier League,West Ham United FC,Sunderland AFC,2026-01-24 12:30:00,8
football:western sydney wanderers:melbourne city:20260207,football,A-League,Western Sydney Wanderers FC,Melbourne City FC,2026-02-07 08:35:00,2
football:western sydney wanderers:perth glory:20260125,football,A-League,Western Sydney Wanderers FC,Perth Glory FC,2026-01-25 06:00:00,6
football:western sydney wanderers:wellington phoenix:20260213,football,A-League,Western Sydney Wanderers FC,Wellington Phoenix FC,2026-02-13 08:35:00,2
football:wolverhampton:bournemouth:20260131,football,Premier League,Wolverhampton Wanderers FC,AFC Bournemouth,2026-01-31 15:00:00,6
football:wolverhampton:newcastle:20260118,football,Premier League,Wolverhampton Wanderers FC,Newcastle United FC,2026-01-18 14:00:00,6
football:çaykur rizespor:alanyaspor:20260125,football,Turkish Super Lig,Çaykur Rizespor,Alanyaspor,2026-01-25 14:00:00,6
ice_hockey:ahl abbotsford canucks:coachella valley firebirds:20260119,ice_hockey,AHL,AHL: Abbotsford Canucks,Coachella Valley Firebirds,2026-01-19 01:00:00,2
ice_hockey:ahl bakersfield condors:calgary wranglers:20260118,ice_hockey,AHL,AHL: Bakersfield Condors,Calgary Wranglers,2026-01-18 20:00:00,2
ice_hockey:ahl belleville senators:wilkesbarrescranton penguins:20260122,ice_hockey,AHL,AHL: Belleville Senators,Wilkes-Barre/Scranton Penguins,2026-01-22 00:05:00,2
ice_hockey:ahl chicago wolves:cleveland monsters:20260122,ice_hockey,AHL,AHL: Chicago Wolves,Cleveland Monsters,2026-01-22 00:00:00,2
ice_hockey:ahl chicago wolves:cleveland monsters:20260123,ice_hockey,AHL,AHL: Chicago Wolves,Cleveland Monsters,2026-01-23 00:00:00,2
ice_hockey:ahl chicago wolves:rockford icehogs:20260118,ice_hockey,AHL,AHL: Chicago Wolves,Rockford IceHogs,2026-01-18 22:00:00,2
ice_hockey:ahl colorado eagles:bakersfield condors:20260122,ice_hockey,AHL,AHL: Colorado Eagles,Bakersfield Condors,2026-01-22 02:30:00,2
ice_hockey:ahl hartford wolf pack:hershey bears:20260121,ice_hockey,AHL,AHL: Hartford Wolf Pack,Hershey Bears,2026-01-21 00:00:00,2
ice_hockey:ahl hershey bears:charlotte checkers:20260118,ice_hockey,AHL,AHL: Hershey Bears,Charlotte Checkers,2026-01-18 21:00:00,2
ice_hockey:ahl laval rocket:abbotsford canucks:20260121,ice_hockey,AHL,AHL: Laval Rocket,Abbotsford Canucks,2026-01-21 03:00:00,2
ice_hockey:ahl laval rocket:abbotsford canucks:20260122,ice_hockey,AHL,AHL: Laval Rocket,Abbotsford Canucks,2026-01-22 03:00:00,2
ice_hockey:ahl lehigh valley phantoms:bridgeport islanders:20260119,ice_hockey,AHL,AHL: Lehigh Valley Phantoms,Bridgeport Islanders,2026-01-19 18:00:00,2
ice_hockey:ahl milwaukee admirals:grand rapids griffins:20260122,ice_hockey,AHL,AHL: Milwaukee Admirals,Grand Rapids Griffins,2026-01-22 00:00:00,2
ice_hockey:ahl milwaukee admirals:iowa wild:20260123,ice_hockey,AHL,AHL: Milwaukee Admirals,Iowa Wild,2026-01-23 23:00:00,2
ice_hockey:ahl ontario reign:texas stars:20260118,ice_hockey,AHL,AHL: Ontario Reign,Texas Stars,2026-01-18 23:00:00,2
ice_hockey:ahl rochester americans:syracuse crunch:20260119,ice_hockey,AHL,AHL: Rochester Americans,Syracuse Crunch,2026-01-19 18:00:00,2
ice_hockey:ahl san diego gulls:tucson roadrunners:20260121,ice_hockey,AHL,AHL: San Diego Gulls,Tucson Roadrunners,2026-01-21 01:30:00,2
ice_hockey:ahl san diego gulls:tucson roadrunners:20260122,ice_hockey,AHL,AHL: San Diego Gulls,Tucson Roadrunners,2026-01-22 01:30:00,2
ice_hockey:ahl san jose barracuda:coachella valley firebirds:20260122,ice_hockey,AHL,AHL: San Jose Barracuda,Coachella Valley Firebirds,2026-01-22 02:30:00,2
ice_hockey:ahl san jose barracuda:tucson roadrunners:20260118,ice_hockey,AHL,AHL: San Jose Barracuda,Tucson Roadrunners,2026-01-18 02:00:00,2
ice_hockey:ahl texas stars:iowa wild:20260122,ice_hockey,AHL,AHL: Texas Stars,Iowa Wild,2026-01-22 01:00:00,2
ice_hockey:ahl utica comets:belleville senators:20260118,ice_hockey,AHL,AHL: Utica Comets,Belleville Senators,2026-01-18 22:00:00,2
ice_hockey:ahl wilkesbarrescranton penguins:springfield thunderbirds:20260119,ice_hockey,AHL,AHL: Wilkes-Barre/Scranton Penguins,Springfield Thunderbirds,2026-01-19 20:05:00,2
ice_hockey:avalanche:canadiens:20260130,ice_hockey,NHL,Avalanche,Canadiens,2026-01-30 00:00:00,2
ice_hockey:avalanche:maple leafs:20260125,ice_hockey,NHL,Avalanche,Maple Leafs,2026-01-25 18:30:00,2
ice_hockey:avalanche:red wings:20260131,ice_hockey,NHL,Avalanche,Red Wings,2026-01-31 18:00:00,2
ice_hockey:avalanche:senators:20260129,ice_hockey,NHL,Avalanche,Senators,2026-01-29 00:30:00,2
ice_hockey:blackhawks:hurricanes:20260123,ice_hockey,NHL,Blackhawks,Hurricanes,2026-01-23 00:00:00,2
ice_hockey:blackhawks:penguins:20260130,ice_hockey,NHL,Blackhawks,Penguins,2026-01-30 00:00:00,2
ice_hockey:blackhawks:wild:20260128,ice_hockey,NHL,Blackhawks,Wild,2026-01-28 01:00:00,2
ice_hockey:blue jackets:blackhawks:20260131,ice_hockey,NHL,Blue Jackets,Blackhawks,2026-01-31 01:30:00,2
ice_hockey:blue jackets:blues:20260201,ice_hockey,NHL,Blue Jackets,Blues,2026-02-01 00:00:00,2
ice_hockey:blues:jets:20260121,ice_hockey,NHL,Blues,Jets,2026-01-21 01:00:00,2
ice_hockey:blues:oilers:20260119,ice_hockey,NHL,Blues,Oilers,2026-01-19 01:00:00,6
ice_hockey:blues:stars:20260124,ice_hockey,NHL,Blues,Stars,2026-01-24 01:00:00,2
ice_hockey:bruins:rangers:20260127,ice_hockey,NHL,Bruins,Rangers,2026-01-27 00:00:00,2
ice_hockey:bruins:stars:20260121,ice_hockey,NHL,Bruins,Stars,2026-01-21 00:30:00,2
ice_hockey:canadiens:bruins:20260125,ice_hockey,NHL,Canadiens,Bruins,2026-01-25 00:00:00,2
ice_hockey:capitals:avalanche:20260119,ice_hockey,NHL,Capitals,Avalanche,2026-01-19 21:00:00,2
ice_hockey:capitals:canucks:20260122,ice_hockey,NHL,Capitals,Canucks,2026-01-22 03:00:00,2
ice_hockey:capitals:flames:20260124,ice_hockey,NHL,Capitals,Flames,2026-01-24 02:00:00,2
ice_hockey:capitals:kraken:20260128,ice_hockey,NHL,Capitals,Kraken,2026-01-28 03:00:00,2
ice_hockey:capitals:oilers:20260125,ice_hockey,NHL,Capitals,Oilers,2026-01-25 03:00:00,2
ice_hockey:capitals:red wings:20260130,ice_hockey,NHL,Capitals,Red Wings,2026-01-30 00:30:00,2
ice_hockey:cehl dynamo pardubice:kometa:20260121,ice_hockey,Czech Extraliga,CEHL: Dynamo Pardubice,Kometa,2026-01-21 17:00:00,2
ice_hockey:cehl dynamo pardubice:motor ceske budejovice:20260118,ice_hockey,Czech Extraliga,CEHL: Dynamo Pardubice,Motor Ceske Budejovice,2026-01-18 16:00:00,2
ice_hockey:cehl hc kladno:olomouc:20260118,ice_hockey,Czech Extraliga,CEHL: HC Kladno,Olomouc,2026-01-18 15:00:00,2
ice_hockey:cehl karlovy vary:sparta prague:20260118,ice_hockey,Czech Extraliga,CEHL: Karlovy Vary,Sparta Prague,2026-01-18 15:00:00,2
ice_hockey:cehl liberec:kometa:20260123,ice_hockey,Czech Extraliga,CEHL: Liberec,Kometa,2026-01-23 17:00:00,2
ice_hockey:cehl liberec:litvinov:20260118,ice_hockey,Czech Extraliga,CEHL: Liberec,Litvinov,2026-01-18 15:00:00,2
ice_hockey:cehl mlada boleslav:trinec:20260118,ice_hockey,Czech Extraliga,CEHL: Mlada Boleslav,Trinec,2026-01-18 15:30:00,2
ice_hockey:cehl mlada boleslav:vitkovice:20260123,ice_hockey,Czech Extraliga,CEHL: Mlada Boleslav,Vitkovice,2026-01-23 16:30:00,2
ice_hockey:cehl motor ceske budejovice:hc kladno:20260123,ice_hockey,Czech Extraliga,CEHL: Motor Ceske Budejovice,HC Kladno,2026-01-23 16:30:00,2
ice_hockey:cehl mountfield hk:karlovy vary:20260123,ice_hockey,Czech Extraliga,CEHL: Mountfield HK,Karlovy Vary,2026-01-23 17:00:00,2
ice_hockey:cehl olomouc:dynamo pardubice:20260123,ice_hockey,Czech Extraliga,CEHL: Olomouc,Dynamo Pardubice,2026-01-23 17:00:00,2
ice_hockey:cehl plzen:mountfield hk:20260118,ice_hockey,Czech Extraliga,CEHL: Plzen,Mountfield HK,2026-01-18 15:30:00,2
ice_hockey:cehl plzen:trinec:20260120,ice_hockey,Czech Extraliga,CEHL: Plzen,Trinec,2026-01-20 16:30:00,2
ice_hockey:cehl sparta prague:mountfield hk:20260120,ice_hockey,Czech Extraliga,CEHL: Sparta Prague,Mountfield HK,2026-01-20 17:30:00,2
ice_hockey:cehl vitkovice:kometa:20260118,ice_hockey,Czech Extraliga,CEHL: Vitkovice,Kometa,2026-01-18 15:00:00,2
ice_hockey:del adler mannheim:grizzlys wolfsburg:20260122,ice_hockey,DEL,DEL: Adler Mannheim,Grizzlys Wolfsburg,2026-01-22 18:30:00,2
ice_hockey:del bremerhaven:schwenninger wild wings:20260118,ice_hockey,DEL,DEL: Bremerhaven,Schwenninger Wild Wings,2026-01-18 18:00:00,2
ice_hockey:del dresdner eisloewen:adler mannheim:20260118,ice_hockey,DEL,DEL: Dresdner Eisloewen,Adler Mannheim,2026-01-18 15:30:00,2
ice_hockey:del dresdner eisloewen:iserlohn roosters:20260123,ice_hockey,DEL,DEL: Dresdner Eisloewen,Iserlohn Roosters,2026-01-23 18:30:00,2
ice_hockey:del ehc red bull muenchen:bremerhaven:20260123,ice_hockey,DEL,DEL: EHC Red Bull Muenchen,Bremerhaven,2026-01-23 18:30:00,2
ice_hockey:del eisbaeren berlin:erc ingolstadt:20260123,ice_hockey,DEL,DEL: Eisbaeren Berlin,ERC Ingolstadt,2026-01-23 18:30:00,2
ice_hockey:del grizzlys wolfsburg:eisbaeren berlin:20260118,ice_hockey,DEL,DEL: Grizzlys Wolfsburg,Eisbaeren Berlin,2026-01-18 13:00:00,2
ice_hockey:del koelner haie:iserlohn roosters:20260118,ice_hockey,DEL,DEL: Koelner Haie,Iserlohn Roosters,2026-01-18 15:30:00,2
ice_hockey:del loewen frankfurt:erc ingolstadt:20260118,ice_hockey,DEL,DEL: Loewen Frankfurt,ERC Ingolstadt,2026-01-18 13:00:00,2
ice_hockey:del nurnberg ice tigers:augsburger panther:20260123,ice_hockey,DEL,DEL: Nurnberg Ice Tigers,Augsburger Panther,2026-01-23 18:30:00,2
ice_hockey:del nurnberg ice tigers:ehc red bull muenchen:20260118,ice_hockey,DEL,DEL: Nurnberg Ice Tigers,EHC Red Bull Muenchen,2026-01-18 13:00:00,2
ice_hockey:del schwenninger wild wings:koelner haie:20260123,ice_hockey,DEL,DEL: Schwenninger Wild Wings,Koelner Haie,2026-01-23 18:30:00,2
ice_hockey:del straubing tigers:augsburger panther:20260118,ice_hockey,DEL,DEL: Straubing Tigers,Augsburger Panther,2026-01-18 15:30:00,2
ice_hockey:del straubing tigers:loewen frankfurt:20260123,ice_hockey,DEL,DEL: Straubing Tigers,Loewen Frankfurt,2026-01-23 18:30:00,2
ice_hockey:devils:canucks:20260124,ice_hockey,NHL,Devils,Canucks,2026-01-24 03:00:00,2
ice_hockey:devils:flames:20260120,ice_hockey,NHL,Devils,Flames,2026-01-20 02:00:00,2
ice_hockey:devils:kraken:20260125,ice_hockey,NHL,Devils,Kraken,2026-01-25 21:00:00,2
ice_hockey:devils:oilers:20260121,ice_hockey,NHL,Devils,Oilers,2026-01-21 03:00:00,2
ice_hockey:ducks:avalanche:20260122,ice_hockey,NHL,Ducks,Avalanche,2026-01-22 02:00:00,2
ice_hockey:ducks:canucks:20260130,ice_hockey,NHL,Ducks,Canucks,2026-01-30 03:00:00,2
ice_hockey:ducks:flames:20260126,ice_hockey,NHL,Ducks,Flames,2026-01-26 01:00:00,2
ice_hockey:ducks:kraken:20260124,ice_hockey,NHL,Ducks,Kraken,2026-01-24 03:00:00,2
ice_hockey:ducks:oilers:20260127,ice_hockey,NHL,Ducks,Oilers,2026-01-27 01:30:00,2
ice_hockey:flames:wild:20260130,ice_hockey,NHL,Flames,Wild,2026-01-30 01:00:00,2
ice_hockey:flyers:avalanche:20260124,ice_hockey,NHL,Flyers,Avalanche,2026-01-24 02:00:00,2
ice_hockey:flyers:blue jackets:20260129,ice_hockey,NHL,Flyers,Blue Jackets,2026-01-29 00:30:00,2
ice_hockey:flyers:bruins:20260130,ice_hockey,NHL,Flyers,Bruins,2026-01-30 00:00:00,2
ice_hockey:flyers:golden knights:20260120,ice_hockey,NHL,Flyers,Golden Knights,2026-01-20 01:00:00,2
ice_hockey:flyers:utah:20260122,ice_hockey,NHL,Flyers,Utah,2026-01-22 02:00:00,2
ice_hockey:golden knights:bruins:20260123,ice_hockey,NHL,Golden Knights,Bruins,2026-01-23 00:00:00,2
ice_hockey:golden knights:canadiens:20260128,ice_hockey,NHL,Golden Knights,Canadiens,2026-01-28 00:00:00,2
ice_hockey:golden knights:maple leafs:20260124,ice_hockey,NHL,Golden Knights,Maple Leafs,2026-01-24 00:00:00,2
ice_hockey:golden knights:senators:20260125,ice_hockey,NHL,Golden Knights,Senators,2026-01-25 22:00:00,2
ice_hockey:hurricanes:capitals:20260131,ice_hockey,NHL,Hurricanes,Capitals,2026-01-31 22:00:00,2
ice_hockey:hurricanes:senators:20260125,ice_hockey,NHL,Hurricanes,Senators,2026-01-25 00:00:00,2
ice_hockey:islanders:canucks:20260120,ice_hockey,NHL,Islanders,Canucks,2026-01-20 03:00:00,2
ice_hockey:islanders:flyers:20260127,ice_hockey,NHL,Islanders,Flyers,2026-01-27 00:00:00,2
ice_hockey:islanders:kraken:20260122,ice_hockey,NHL,Islanders,Kraken,2026-01-22 02:30:00,2
ice_hockey:islanders:rangers:20260130,ice_hockey,NHL,Islanders,Rangers,2026-01-30 00:00:00,2
ice_hockey:jets:blackhawks:20260120,ice_hockey,NHL,Jets,Blackhawks,2026-01-20 01:30:00,2
ice_hockey:jets:devils:20260128,ice_hockey,NHL,Jets,Devils,2026-01-28 00:00:00,2
ice_hockey:jets:lightning:20260130,ice_hockey,NHL,Jets,Lightning,2026-01-30 00:00:00,2
ice_hockey:jets:panthers:20260131,ice_hockey,NHL,Jets,Panthers,2026-01-31 21:00:00,2
ice_hockey:khl admiral vladivostok:ak bars kazan:20260119,ice_hockey,KHL,KHL: Admiral Vladivostok,Ak Bars Kazan,2026-01-19 09:30:00,2
ice_hockey:khl admiral vladivostok:ak bars kazan:20260121,ice_hockey,KHL,KHL: Admiral Vladivostok,Ak Bars Kazan,2026-01-21 09:30:00,2
ice_hockey:khl amur khabarovsk:metallurg magnitogorsk:20260119,ice_hockey,KHL,KHL: Amur Khabarovsk,Metallurg Magnitogorsk,2026-01-19 09:15:00,2
ice_hockey:khl avtomobilist yekaterinburg:avangard omsk:20260122,ice_hockey,KHL,KHL: Avtomobilist Yekaterinburg,Avangard Omsk,2026-01-22 14:00:00,2
ice_hockey:khl avtomobilist yekaterinburg:sibir novosibirsk:20260120,ice_hockey,KHL,KHL: Avtomobilist Yekaterinburg,Sibir Novosibirsk,2026-01-20 14:00:00,2
ice_hockey:khl cska moscow:barys astana:20260122,ice_hockey,KHL,KHL: CSKA Moscow,Barys Astana,2026-01-22 16:30:00,2
ice_hockey:khl hc dynamo moscow:severstal cherepovets:20260119,ice_hockey,KHL,KHL: HC Dynamo Moscow,Severstal Cherepovets,2026-01-19 16:30:00,2
ice_hockey:khl hc sochi:severstal cherepovets:20260121,ice_hockey,KHL,KHL: HC Sochi,Severstal Cherepovets,2026-01-21 16:30:00,2
ice_hockey:khl lada togliatti:barys astana:20260120,ice_hockey,KHL,KHL: Lada Togliatti,Barys Astana,2026-01-20 15:00:00,2
ice_hockey:khl lada togliatti:hc dynamo moscow:20260123,ice_hockey,KHL,KHL: Lada Togliatti,HC Dynamo Moscow,2026-01-23 15:00:00,2
ice_hockey:khl lada togliatti:hc sochi:20260118,ice_hockey,KHL,KHL: Lada Togliatti,HC Sochi,2026-01-18 13:30:00,2
ice_hockey:khl lokomotiv yaroslavl:dinamo minsk:20260121,ice_hockey,KHL,KHL: Lokomotiv Yaroslavl,Dinamo Minsk,2026-01-21 16:00:00,2
ice_hockey:khl lokomotiv yaroslavl:torpedo:20260119,ice_hockey,KHL,KHL: Lokomotiv Yaroslavl,Torpedo,2026-01-19 16:00:00,2
ice_hockey:khl metallurg magnitogorsk:sibir novosibirsk:20260122,ice_hockey,KHL,KHL: Metallurg Magnitogorsk,Sibir Novosibirsk,2026-01-22 14:00:00,2
ice_hockey:khl neftekhimik nizhnekamsk:hc dynamo moscow:20260121,ice_hockey,KHL,KHL: Neftekhimik Nizhnekamsk,HC Dynamo Moscow,2026-01-21 16:30:00,2
ice_hockey:khl salavat yulaev ufa:avangard omsk:20260120,ice_hockey,KHL,KHL: Salavat Yulaev Ufa,Avangard Omsk,2026-01-20 14:00:00,2
ice_hockey:khl shanghai dragons:hc sochi:20260112,ice_hockey,KHL,KHL: Shanghai Dragons,HC Sochi,2026-01-12 16:30:00,2
ice_hockey:khl shanghai dragons:spartak moscow:20260120,ice_hockey,KHL,KHL: Shanghai Dragons,Spartak Moscow,2026-01-20 16:30:00,2
ice_hockey:khl ska st petersburg:dinamo minsk:20260119,ice_hockey,KHL,KHL: SKA St. Petersburg,Dinamo Minsk,2026-01-19 16:30:00,2
ice_hockey:khl ska st petersburg:spartak moscow:20260122,ice_hockey,KHL,KHL: SKA St. Petersburg,Spartak Moscow,2026-01-22 16:30:00,2
ice_hockey:khl torpedo:shanghai dragons:20260122,ice_hockey,KHL,KHL: Torpedo,Shanghai Dragons,2026-01-22 16:30:00,2
ice_hockey:khl traktor:avangard omsk:20260118,ice_hockey,KHL,KHL: Traktor,Avangard Omsk,2026-01-18 11:00:00,2
ice_hockey:kings:blue jackets:20260127,ice_hockey,NHL,Kings,Blue Jackets,2026-01-27 00:00:00,2
ice_hockey:kings:blues:20260125,ice_hockey,NHL,Kings,Blues,2026-01-25 01:00:00,2
ice_hockey:kings:flyers:20260131,ice_hockey,NHL,Kings,Flyers,2026-01-31 17:30:00,2
ice_hockey:kings:red wings:20260128,ice_hockey,NHL,Kings,Red Wings,2026-01-28 00:00:00,2
ice_hockey:kings:sabres:20260130,ice_hockey,NHL,Kings,Sabres,2026-01-30 00:00:00,2
ice_hockey:lightning:blackhawks:20260124,ice_hockey,NHL,Lightning,Blackhawks,2026-01-24 00:00:00,2
ice_hockey:lightning:blue jackets:20260125,ice_hockey,NHL,Lightning,Blue Jackets,2026-01-25 00:00:00,2
ice_hockey:lightning:stars:20260118,ice_hockey,NHL,Lightning,Stars,2026-01-18 19:00:00,6
ice_hockey:maple leafs:canucks:20260201,ice_hockey,NHL,Maple Leafs,Canucks,2026-02-01 00:00:00,2
ice_hockey:maple leafs:kraken:20260130,ice_hockey,NHL,Maple Leafs,Kraken,2026-01-30 03:00:00,2
ice_hockey:panthers:blackhawks:20260126,ice_hockey,NHL,Panthers,Blackhawks,2026-01-26 00:00:00,2
ice_hockey:panthers:blues:20260130,ice_hockey,NHL,Panthers,Blues,2026-01-30 01:00:00,2
ice_hockey:panthers:jets:20260123,ice_hockey,NHL,Panthers,Jets,2026-01-23 01:00:00,2
ice_hockey:panthers:wild:20260125,ice_hockey,NHL,Panthers,Wild,2026-01-25 02:00:00,2
ice_hockey:penguins:canucks:20260125,ice_hockey,NHL,Penguins,Canucks,2026-01-25 23:00:00,2
ice_hockey:penguins:flames:20260122,ice_hockey,NHL,Penguins,Flames,2026-01-22 02:30:00,2
ice_hockey:penguins:kraken:20260119,ice_hockey,NHL,Penguins,Kraken,2026-01-19 22:00:00,2
ice_hockey:penguins:oilers:20260123,ice_hockey,NHL,Penguins,Oilers,2026-01-23 02:00:00,2
ice_hockey:predators:bruins:20260128,ice_hockey,NHL,Predators,Bruins,2026-01-28 00:00:00,2
ice_hockey:predators:devils:20260130,ice_hockey,NHL,Predators,Devils,2026-01-30 00:00:00,2
ice_hockey:rangers:ducks:20260120,ice_hockey,NHL,Rangers,Ducks,2026-01-20 03:00:00,2
ice_hockey:rangers:islanders:20260129,ice_hockey,NHL,Rangers,Islanders,2026-01-29 00:00:00,2
ice_hockey:rangers:kings:20260121,ice_hockey,NHL,Rangers,Kings,2026-01-21 03:00:00,2
ice_hockey:rangers:penguins:20260131,ice_hockey,NHL,Rangers,Penguins,2026-01-31 20:30:00,2
